0;Argentina - Buenos Aires;-36.3;-60.0;Bolivia  La Paz (administrative) / Sucre (legislative) ;-16.2;-68.1;2373.9078503039627
0;Bolivia  La Paz (administrative) / Sucre (legislative) ;-16.2;-68.1;Peru  Lima ;-12.0;-77.0;1067.0747726518944
0;Peru  Lima ;-12.0;-77.0;Ecuador  Quito ;-0.15;-78.35;1325.993115043031
0;Ecuador  Quito ;-0.15;-78.35;Colombia  Bogota ;4.34;-74.0;694.8022043810017
0;Colombia  Bogota ;4.34;-74.0;Panama  Panama ;9.0;-79.25;777.4560152324997
0;Panama  Panama ;9.0;-79.25;Costa Rica  San Jose ;9.55;-84.02;526.9944437013738
0;Costa Rica  San Jose ;9.55;-84.02;Nicaragua  Managua ;12.06;-86.2;366.83544884417785
0;Nicaragua  Managua ;12.06;-86.2;Aruba  Oranjestad ;12.32;-70.02;1758.457230090831
0;Aruba  Oranjestad ;12.32;-70.02;Netherlands Antilles  Willemstad ;12.05;-69.0;114.85118125956502
0;Netherlands Antilles  Willemstad ;12.05;-69.0;Venezuela  Caracas ;10.3;-66.55;330.5717919364753
0;Venezuela  Caracas ;10.3;-66.55;Bahamas  Nassau ;25.05;-77.2;1988.2669558046093
0;Bahamas  Nassau ;25.05;-77.2;Cuba  Havana ;23.08;-82.22;554.6729345559805
0;Cuba  Havana ;23.08;-82.22;Cayman Islands  George Town ;19.2;-81.24;443.2187031027572
0;Cayman Islands  George Town ;19.2;-81.24;Jamaica  Kingston ;18.0;-76.5;516.9980258891215
0;Jamaica  Kingston ;18.0;-76.5;Haiti  Port-au-Prince ;18.4;-72.2;456.35687750654273
0;Haiti  Port-au-Prince ;18.4;-72.2;Dominica Republic  Santo Domingo ;18.3;-69.59;275.6701244940268
0;Dominica Republic  Santo Domingo ;18.3;-69.59;Puerto Rico  San Juan ;18.28;-66.07;371.6154213468835
0;Puerto Rico  San Juan ;18.28;-66.07;United States of Virgin Islands  Charlotte Amalie ;18.21;-64.56;159.6448991098603
0;United States of Virgin Islands  Charlotte Amalie ;18.21;-64.56;French Guiana  Cayenne ;5.05;-52.18;1987.365548055635
0;French Guiana  Cayenne ;5.05;-52.18;Suriname  Paramaribo ;5.5;-55.1;327.14635453136833
0;Suriname  Paramaribo ;5.5;-55.1;Guyana  Georgetown ;6.5;-58.12;351.97234495567335
0;Guyana  Georgetown ;6.5;-58.12;Antigua and Barbuda  West Indies ;17.2;-61.48;1244.4681511248286
0;Antigua and Barbuda  West Indies ;17.2;-61.48;Saint Kitts and Nevis  Basseterre ;17.17;-62.43;100.96933372966306
0;Saint Kitts and Nevis  Basseterre ;17.17;-62.43;Guadeloupe  Basse-Terre ;16.0;-61.44;167.49097429851196
0;Guadeloupe  Basse-Terre ;16.0;-61.44;Dominica  Roseau ;15.2;-61.24;91.4939930308198
0;Dominica  Roseau ;15.2;-61.24;Martinique  Fort-de-France ;14.36;-61.02;96.3474932914981
0;Martinique  Fort-de-France ;14.36;-61.02;Saint Lucia  Castries ;14.02;-60.58;60.6534156263595
0;Saint Lucia  Castries ;14.02;-60.58;Saint Vincent and the Greenadines  Kingstown ;13.1;-61.1;116.71880408971299
0;Saint Vincent and the Greenadines  Kingstown ;13.1;-61.1;Barbados  Bridgetown ;13.05;-59.3;195.03136746835335
0;Barbados  Bridgetown ;13.05;-59.3;Belize  Belmopan ;17.18;-88.3;3143.525757598656
0;Belize  Belmopan ;17.18;-88.3;Honduras  Tegucigalpa ;14.05;-87.14;369.5212955240766
0;Honduras  Tegucigalpa ;14.05;-87.14;El Salvador  San Salvador ;13.4;-89.1;223.70331555202543
0;El Salvador  San Salvador ;13.4;-89.1;Guatemala  Guatemala ;14.4;-90.22;164.24366006445814
0;Guatemala  Guatemala ;14.4;-90.22;Mexico  Mexico ;19.2;-99.1;1085.1155835533598
0;Mexico  Mexico ;19.2;-99.1;American Samoa  Pago Pago ;-14.16;-170.4;8638.787277877771
0;American Samoa  Pago Pago ;-14.16;-170.4;Samoa  Apia ;-13.5;-171.5;139.60569548404516
0;Samoa  Apia ;-13.5;-171.5;Tonga  Nuku alofa ;-21.1;-174.0;885.6613105455132
0;Tonga  Nuku alofa ;-21.1;-174.0;Fiji  Suva ;-18.06;178.3;874.4263388723517
0;Fiji  Suva ;-18.06;178.3;Vanuatu  Port-Vila ;-17.45;168.1;1082.1020224693377
0;Vanuatu  Port-Vila ;-17.45;168.1;New Caledonia  Noumea ;-22.17;166.3;557.5466049710515
0;New Caledonia  Noumea ;-22.17;166.3;Solomon Islands  Honiara ;-9.27;159.5;1607.55509808801
