0;Argentina - Buenos Aires;-36.3;-60.0;Brazil  Brasilia ;-15.47;-47.55;2623.887683662265
0;Brazil  Brasilia ;-15.47;-47.55;Paraguay  Asuncion ;-25.1;-57.3;1475.3943403653
0;Paraguay  Asuncion ;-25.1;-57.3;Uruguay  Montevideo ;-34.5;-56.11;1051.4418575378536
0;Uruguay  Montevideo ;-34.5;-56.11;Chile  Santiago ;-33.24;-70.4;1325.5649252276733
0;Chile  Santiago ;-33.24;-70.4;Falkland Islands (Malvinas)  Stanley ;-51.4;-59.51;2203.2016015238437
0;Falkland Islands (Malvinas)  Stanley ;-51.4;-59.51;Heard Island and McDonald Islands  ;-53.0;74.0;7622.294382196589
0;Heard Island and McDonald Islands  ;-53.0;74.0;Madagascar  Antananarivo ;-18.55;47.31;4469.504522186297
0;Madagascar  Antananarivo ;-18.55;47.31;Mauritania  Nouakchott ;-20.1;57.3;1062.0853377798878
0;Mauritania  Nouakchott ;-20.1;57.3;Mayotte  Mamoudzou ;-12.48;45.14;1548.703369619193
0;Mayotte  Mamoudzou ;-12.48;45.14;Malawi  Lilongwe ;-14.0;33.48;1273.119314613746
0;Malawi  Lilongwe ;-14.0;33.48;Angola  Luanda ;-8.5;13.15;2298.4935710088275
0;Angola  Luanda ;-8.5;13.15;Congo  Brazzaville ;-4.09;15.12;536.4868249488906
0;Congo  Brazzaville ;-4.09;15.12;Cameroon  Yaounde ;3.5;11.35;942.1624373757704
0;Cameroon  Yaounde ;3.5;11.35;Equatorial Guinea  Malabo ;3.45;8.5;316.35636455345775
0;Equatorial Guinea  Malabo ;3.45;8.5;Sao Tome and Principe  Sao Tome ;0.1;6.39;440.13459997426656
0;Sao Tome and Principe  Sao Tome ;0.1;6.39;Gabon  Libreville ;0.25;9.26;319.54805849653445
0;Gabon  Libreville ;0.25;9.26;Central African Republic  Bangui ;4.23;18.35;1102.4527184849428
0;Central African Republic  Bangui ;4.23;18.35;Democratic Republic of the Congo  Kinshasa ;-4.2;15.15;1002.4738986995579
0;Democratic Republic of the Congo  Kinshasa ;-4.2;15.15;Rawanda  Kigali ;-1.59;30.04;1678.6197024354199
0;Rawanda  Kigali ;-1.59;30.04;Burundi  Bujumbura ;-3.16;29.18;199.0008743840415
0;Burundi  Bujumbura ;-3.16;29.18;Botswana  Gaborone ;-24.45;25.57;2398.671991167151
0;Botswana  Gaborone ;-24.45;25.57;South Africa  Pretoria (administrative) / Cape Town (legislative) / Bloemfontein (judicial) ;-25.44;28.12;279.6503992485342
0;South Africa  Pretoria (administrative) / Cape Town (legislative) / Bloemfontein (judicial) ;-25.44;28.12;Swaziland  Mbabane (administrative) ;-26.18;31.06;305.56378448761
0;Swaziland  Mbabane (administrative) ;-26.18;31.06;Lesotho  Maseru ;-29.18;27.3;498.26518702132716
0;Lesotho  Maseru ;-29.18;27.3;Comros  Moroni ;-11.4;43.16;2571.178593034371
0;Comros  Moroni ;-11.4;43.16;Kenya  Nairobi ;-1.17;36.48;1355.5027900837977
0;Kenya  Nairobi ;-1.17;36.48;Uganda  Kampala ;0.2;32.3;489.0725692204083
0;Uganda  Kampala ;0.2;32.3;United Republic of Tanzania  Dodoma ;-6.08;35.45;780.9023913234878
0;United Republic of Tanzania  Dodoma ;-6.08;35.45;Somalia  Mogadishu ;2.02;45.25;1412.4521361114805
