0;Argentina - Buenos Aires;-36.3;-60.0;American Samoa  Pago Pago ;-14.16;-170.4;10821.953944874174
0;American Samoa  Pago Pago ;-14.16;-170.4;Samoa  Apia ;-13.5;-171.5;139.60569548404516
0;Samoa  Apia ;-13.5;-171.5;Tonga  Nuku alofa ;-21.1;-174.0;885.6613105455132
0;Tonga  Nuku alofa ;-21.1;-174.0;Fiji  Suva ;-18.06;178.3;874.4263388723517
0;Fiji  Suva ;-18.06;178.3;Vanuatu  Port-Vila ;-17.45;168.1;1082.1020224693377
0;Vanuatu  Port-Vila ;-17.45;168.1;New Caledonia  Noumea ;-22.17;166.3;557.5466049710515
0;New Caledonia  Noumea ;-22.17;166.3;Solomon Islands  Honiara ;-9.27;159.5;1607.55509808801
0;Solomon Islands  Honiara ;-9.27;159.5;Papua New Guinea  Port Moresby ;-9.24;147.0;1371.710198585916
0;Papua New Guinea  Port Moresby ;-9.24;147.0;Micronesia (Federated States of)  Palikir ;6.55;158.0;2137.297146026905
0;Micronesia (Federated States of)  Palikir ;6.55;158.0;Kiribati  Tarawa ;1.3;173.0;1762.7778282981708
0;Kiribati  Tarawa ;1.3;173.0;Tuvalu  Funafuti ;-8.31;179.1;1264.5092956773203
0;Tuvalu  Funafuti ;-8.31;179.1;French Polynesia  Papeete ;-17.32;-149.3;3563.4822103730535
0;French Polynesia  Papeete ;-17.32;-149.3;New Zealand  Wellington ;-41.19;174.4;4357.635171465237
0;New Zealand  Wellington ;-41.19;174.4;Norfolk Island  Kingston ;-45.2;168.4;659.4657204804662
0;Norfolk Island  Kingston ;-45.2;168.4;Australia  Canberra ;-35.15;149.0;1983.034362233016
0;Australia  Canberra ;-35.15;149.0;East Timor  Dili ;-8.29;125.3;3838.859824512425
0;East Timor  Dili ;-8.29;125.3;Brunei Darussalam  Bandar Seri Begawan ;4.52;115.0;1825.770468582381
0;Brunei Darussalam  Bandar Seri Begawan ;4.52;115.0;Cambodia  Phnom Penh ;11.33;104.5;1381.5707740398745
0;Cambodia  Phnom Penh ;11.33;104.5;Malaysia  Kuala Lumpur ;3.09;101.4;977.8305941662455
0;Malaysia  Kuala Lumpur ;3.09;101.4;Indonesia  Jakarta ;-6.09;106.4;1161.9266857219682
0;Indonesia  Jakarta ;-6.09;106.4;Palau  Koror ;7.2;134.2;3419.703432115085
0;Palau  Koror ;7.2;134.2;Maldives  Male ;4.0;73.28;6746.404712187014
0;Maldives  Male ;4.0;73.28;Somalia  Mogadishu ;2.02;45.25;3119.8769716822085
0;Somalia  Mogadishu ;2.02;45.25;Comros  Moroni ;-11.4;43.16;1509.948874907359
0;Comros  Moroni ;-11.4;43.16;Mayotte  Mamoudzou ;-12.48;45.14;246.6017300446893
0;Mayotte  Mamoudzou ;-12.48;45.14;Mauritania  Nouakchott ;-20.1;57.3;1548.703369619193
0;Mauritania  Nouakchott ;-20.1;57.3;Madagascar  Antananarivo ;-18.55;47.31;1062.0853377798878
0;Madagascar  Antananarivo ;-18.55;47.31;Guinea-Bissau  Bissau ;11.45;-15.45;7646.257442713087
